file_timestamp_utc,file_name,file_uid,extended_items_metadata,timestamp_recorded_utc,extended_items_time,ugms_unit_id,ugms_unit_uid,gps_fix_quality,gps_latitude_deg,gps_longitude_deg,speed_as_recorded,speed_as_recorded_unit,elapsed_distance_as_recorded_m,extended_items_geography,left_top_35m_mm,right_top_35m_mm,crosslevel_mm,twist_3m_mm,left_top_35m_SD_mm,right_top_35m_SD_mm,mean_top_70m_SD_mm,twist_3m_SD_mm,left_dip_joint_mrad,right_dip_joint_mrad,pseudo_align_35m_mm,pseudo_align_70m_mm,pseudo_align_35m_SD_mm,pseudo_align_70m_SD_mm,mean_top_70m_mm,extended_items_geometry,accel_z_wb_ms_2,accel_x_wc_ms_2,accel_x_wd_ms_2,accel_y_wd_ms_2,accel_y_wp_ms_2,data_row_uid,creating_adapter_version
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.088008Z,"{""timestamp_ticks"": ""636827124200880079"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,72.2,{},-0.104375,0.191593,12.023,0.447337,0.902597,0.976651,,1.45689,0.0,0.0,0.265937,-3.36485,7.69892,,0.422864,"{""curvature_mm"": ""-65.9761""}",0.0357612,0.028396,0.010328,0.0282991,0.0282991,628d58d5-953d-4805-91cf-7bb2d4c485a2,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.117344Z,"{""timestamp_ticks"": ""636827124201173439"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,72.4,{},-0.093215,0.153292,12.1216,0.393292,0.902528,0.976669,,1.45766,0.0,0.0,0.255988,-3.34604,7.69874,,0.357378,"{""curvature_mm"": ""-65.9742""}",0.0115883,0.0125117,0.00866918,0.0239309,0.0239309,1e27693c-ba69-4313-bca5-2a6224fb1b48,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.146680Z,"{""timestamp_ticks"": ""636827124201466799"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,72.6,{},-0.0809964,0.141594,12.1982,0.334815,0.902492,0.976684,,1.45834,0.0,0.0,0.248276,-3.32454,7.69855,,0.305023,"{""curvature_mm"": ""-65.973""}",0.00567506,0.00862779,0.00870991,0.0152362,0.0152362,06f97d7e-4558-4ad3-a5e4-230cfd7b0c8f,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.176016Z,"{""timestamp_ticks"": ""636827124201760159"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,72.8,{},-0.0515544,0.17623,12.247,0.32327,0.902482,0.976699,,1.459,0.0,0.0,0.272783,-3.26957,7.69832,,0.284848,"{""curvature_mm"": ""-65.9725""}",0.0395254,0.006988,0.00884602,0.0090064,0.0090064,6d4a04d0-2e47-4527-a31a-5eec7838587e,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.205352Z,"{""timestamp_ticks"": ""636827124202053519"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,73.0,{},0.00538257,0.244605,12.2889,0.269581,0.902483,0.976719,,1.45963,0.0,0.0,0.322511,-3.18676,7.69804,,0.29722,"{""curvature_mm"": ""-65.9725""}",0.0431468,0.00122156,0.00731495,0.00644642,0.00644642,7e463eef-eed0-4ad6-a80d-663e4f866d09,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.234688Z,"{""timestamp_ticks"": ""636827124202346879"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,73.2,{},0.0910828,0.336471,12.3356,0.176632,0.902482,0.976758,,1.46022,0.0,0.0,0.362494,-3.11068,7.69772,,0.339075,"{""curvature_mm"": ""-65.9728""}",0.000484144,-0.00267911,0.00569427,0.0065381,0.0065381,f935eae1-5293-4c36-a5d7-65537c828891,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.264024Z,"{""timestamp_ticks"": ""636827124202640239"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,73.4,{},0.200252,0.442903,12.3911,0.15609,0.902497,0.976838,,1.46083,0.0,0.0,0.378223,-3.05658,7.69735,,0.404491,"{""curvature_mm"": ""-65.9733""}",-0.0109064,-0.0092737,0.00277333,0.00809329,0.00809329,757c8a3f-13bc-4e9a-be2e-274be72d72b9,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.293360Z,"{""timestamp_ticks"": ""636827124202933599"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,73.6,{},0.322841,0.576593,12.4326,0.219803,0.902544,0.976989,,1.46151,0.0,0.0,0.374156,-3.02104,7.69694,,0.495859,"{""curvature_mm"": ""-65.9738""}",0.0357084,-0.0117687,0.000421898,0.0132964,0.0132964,48549d6c-f76a-4f81-b13d-3dec1a51e0bf,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.322696Z,"{""timestamp_ticks"": ""636827124203226959"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,73.8,{},0.447957,0.737598,12.4471,0.295605,0.902627,0.977254,,1.4623,0.0,0.0,0.351397,-3.00387,7.69651,,0.608758,"{""curvature_mm"": ""-65.9743""}",0.0663028,-0.0148401,-0.00234526,0.0209971,0.0209971,091f1240-eea6-42ec-91e0-f70e06a9ff5c,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.352032Z,"{""timestamp_ticks"": ""636827124203520319"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,74.0,{},0.56413,0.89857,12.4489,0.342008,0.90275,0.977652,,1.46316,0.0,0.0,0.310601,-3.00531,7.69605,,0.724205,"{""curvature_mm"": ""-65.9752""}",0.0043755,-0.00792295,-0.00247738,0.0287291,0.0287291,4112cfdf-1378-4b16-9acd-9b907884f390,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.381368Z,"{""timestamp_ticks"": ""636827124203813679"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,74.2,{},0.684377,1.03984,12.471,0.470738,0.902938,0.978174,,1.46417,0.0,0.0,0.258567,-3.01929,7.69557,,0.838772,"{""curvature_mm"": ""-65.9767""}",-0.0918329,0.0119601,0.00191485,0.035091,0.035091,d6c6ea2f-062d-42d2-8511-cb63c30e5ff7,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.410704Z,"{""timestamp_ticks"": ""636827124204107039"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,74.4,{},0.826766,1.18511,12.5098,0.639716,0.903214,0.978841,,1.4654,0.0,0.0,0.207026,-3.03441,7.69507,,0.973633,"{""curvature_mm"": ""-65.979""}",-0.0935886,0.0331225,0.00888738,0.0405594,0.0405594,d9477283-c2ce-49f5-8c19-3871ac588c1f,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.440040Z,"{""timestamp_ticks"": ""636827124204400399"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,74.6,{},0.984435,1.36128,12.5315,0.592073,0.903625,0.979719,,1.46656,0.0,0.0,0.165939,-3.04051,7.69454,,1.13985,"{""curvature_mm"": ""-65.9816""}",0.0132034,0.0285025,0.0107098,0.0454749,0.0454749,f7c213a6-ab57-4abb-8b99-9625224407a3,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.469376Z,"{""timestamp_ticks"": ""636827124204693758"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,74.8,{},1.11973,1.54366,12.5209,0.477054,0.904188,0.980861,,1.46758,0.0,0.0,0.135795,-3.03666,7.69398,,1.30681,"{""curvature_mm"": ""-65.9845""}",0.0691625,0.00823094,0.00760374,0.0442906,0.0442906,91b15cf1-a378-456b-86ad-9024d335a5c6,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.498712Z,"{""timestamp_ticks"": ""636827124204987118"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,75.0,{},1.2251,1.68134,12.5205,0.510881,0.904884,0.982233,,1.46865,0.0,0.0,0.113696,-3.02535,7.69339,,1.44441,"{""curvature_mm"": ""-65.9881""}",0.00318253,4.17606e-05,0.00580945,0.0379061,0.0379061,0585681b-b49d-44ca-9069-dc4edd4cb958,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.528048Z,"{""timestamp_ticks"": ""636827124205280478"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,75.2,{},1.30545,1.78624,12.5242,0.501147,0.905692,0.983803,,1.46971,0.0,0.0,0.100263,-3.0056,7.69277,,1.55968,"{""curvature_mm"": ""-65.9928""}",-0.0446161,0.0147671,0.00966386,0.0333082,0.0333082,e75e8c94-496c-472e-9496-fa4ea5e6a2b1,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.557384Z,"{""timestamp_ticks"": ""636827124205573838"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,75.4,{},1.36453,1.87864,12.5152,0.393584,0.906596,0.985568,,1.47065,0.0,0.0,0.0956973,-2.97682,7.69209,,1.66369,"{""curvature_mm"": ""-65.9986""}",-0.00960579,0.0174963,0.0114278,0.0325395,0.0325395,5e7f8bfb-fd48-449f-93f2-024030aca7cc,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.586720Z,"{""timestamp_ticks"": ""636827124205867198"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,75.6,{},1.40537,1.95943,12.4947,0.296469,0.907585,0.987507,,1.47148,0.0,0.0,0.0956263,-2.9431,7.69135,,1.75775,"{""curvature_mm"": ""-66.0049""}",0.0296735,-0.0034162,0.00649437,0.0337947,0.0337947,585a1ed7-3296-48fb-a8fb-1df6a210040f,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.616056Z,"{""timestamp_ticks"": ""636827124206160558"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,75.8,{},1.4369,2.02258,12.4776,0.230669,0.908648,0.989579,,1.47224,0.0,0.0,0.0919471,-2.91253,7.69056,,1.84275,"{""curvature_mm"": ""-66.0117""}",0.0150925,-0.019137,0.000913645,0.034578,0.034578,5bb86bb5-c7d2-4395-96f4-84b27c819ded,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.645392Z,"{""timestamp_ticks"": ""636827124206453918"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,76.0,{},1.47246,2.05583,12.4913,0.202387,0.909769,0.991721,,1.47297,0.0,0.0,0.0811888,-2.88884,7.68971,,1.91868,"{""curvature_mm"": ""-66.019""}",-0.0113871,-0.00954845,0.000975514,0.0345926,0.0345926,6f7cb1e3-3ae2-4269-85bd-9437c74e1aef,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.674728Z,"{""timestamp_ticks"": ""636827124206747278"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,76.2,{},1.50314,2.05702,12.5318,0.196261,0.910931,0.993858,,1.47369,0.0,0.0,0.06903,-2.86658,7.6888,,1.97933,"{""curvature_mm"": ""-66.0267""}",0.013468,0.00534359,0.00359477,0.0355571,0.0355571,e458ef93-3f9d-4b8f-92f7-ec800f54f429,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.704064Z,"{""timestamp_ticks"": ""636827124207040638"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,76.4,{},1.49802,2.0293,12.5661,0.17496,0.912069,0.995928,,1.47439,0.0,0.0,0.0591202,-2.84209,7.68783,,2.00965,"{""curvature_mm"": ""-66.0349""}",0.0601325,-0.000703684,0.00170151,0.0392336,0.0392336,bac43029-8cdc-4610-86c8-5d246d4fdc58,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.733400Z,"{""timestamp_ticks"": ""636827124207333998"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,76.6,{},1.47052,1.9633,12.6173,0.184747,0.913153,0.99785,,1.47509,0.0,0.0,0.0466593,-2.82022,7.68681,,2.01022,"{""curvature_mm"": ""-66.0439""}",0.0127693,-0.00724545,-0.000809327,0.0435449,0.0435449,3bce4527-40df-4592-b7f5-704dd3f208c3,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.762736Z,"{""timestamp_ticks"": ""636827124207627358"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,76.8,{},1.43442,1.84043,12.7211,0.273981,0.914168,0.999523,,1.47587,0.0,0.0,0.0283386,-2.80449,7.68573,,1.9771,"{""curvature_mm"": ""-66.0539""}",-0.0697502,-0.00464505,-0.00115268,0.0445862,0.0445862,b100752b-5f0e-4736-96f8-c14febd6305a,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.792072Z,"{""timestamp_ticks"": ""636827124207920718"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,77.0,{},1.33344,1.64856,12.836,0.387136,0.915009,1.00084,,1.47675,0.0,0.0,0.00663347,-2.79267,7.6846,,1.87368,"{""curvature_mm"": ""-66.0648""}",-0.0483283,-0.00516386,-0.00201295,0.0429437,0.0429437,533b17ef-107a-49b2-b0dd-0aa114cfd27c,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.821408Z,"{""timestamp_ticks"": ""636827124208214078"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,77.2,{},1.15038,1.39632,12.9357,0.464673,0.915573,1.00175,,1.47772,0.0,0.0,-0.0132219,-2.77961,7.68341,,1.6923,"{""curvature_mm"": ""-66.0757""}",0.0273103,-0.00968526,-0.00408264,0.0411825,0.0411825,ef8f3740-bc8e-4d53-89b5-885f09a1a2e2,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.850744Z,"{""timestamp_ticks"": ""636827124208507438"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,77.4,{},0.916328,1.13715,12.995,0.485194,0.915836,1.0023,,1.4787,0.0,0.0,-0.0240132,-2.75786,7.68216,,1.47263,"{""curvature_mm"": ""-66.0868""}",0.0413235,1.62752e-05,-0.00240911,0.0400209,0.0400209,0486e2a2-270e-499d-b71a-a04640c31b4e,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.880080Z,"{""timestamp_ticks"": ""636827124208800798"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,77.6,{},0.677463,0.913941,13.0133,0.481832,0.915839,1.00257,,1.47965,0.0,0.0,-0.0229634,-2.72419,7.68083,,1.25866,"{""curvature_mm"": ""-66.0989""}",-0.0154919,0.0197207,0.00318087,0.0371418,0.0371418,e66f9831-4977-4462-b63c-8263e05d582c,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.909416Z,"{""timestamp_ticks"": ""636827124209094158"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,77.8,{},0.490057,0.69621,13.0776,0.556732,0.915646,1.00257,,1.48068,0.0,0.0,-0.0175991,-2.68574,7.67943,,1.06407,"{""curvature_mm"": ""-66.1123""}",-0.0444198,0.0302952,0.00826026,0.0354421,0.0354421,ae7e1250-0ecf-456f-b98a-793644261066,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.938752Z,"{""timestamp_ticks"": ""636827124209387517"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,78.0,{},0.329303,0.459948,13.1915,0.670979,0.915273,1.00233,,1.48183,0.0,0.0,-0.0173316,-2.65197,7.67794,,0.865,"{""curvature_mm"": ""-66.127""}",-0.0104102,0.0136063,0.00660942,0.0365694,0.0365694,d819f287-db57-4d64-a311-563333668361,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.968088Z,"{""timestamp_ticks"": ""636827124209680877"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,78.2,{},0.173923,0.226983,13.3143,0.790102,0.914751,1.00189,,1.4831,0.0,0.0,-0.0228779,-2.62384,7.67638,,0.661709,"{""curvature_mm"": ""-66.1426""}",0.0120637,-0.0146394,-4.78958e-05,0.0384642,0.0384642,6c04c6f1-74c0-4849-ba88-19e8978eca9d,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:20.997424Z,"{""timestamp_ticks"": ""636827124209974237"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.516979,-0.177249,15.251,mph,78.4,{},0.0373953,0.0248292,13.4318,0.916663,0.914099,1.00129,,1.4845,0.0,0.0,-0.0323424,-2.59973,7.67475,,0.475178,"{""curvature_mm"": ""-66.1593""}",0.0230997,-0.0304571,-0.0061432,0.0386822,0.0386822,3fe821c5-1a66-4006-99e1-6fbeab5eafd0,Vivacity-UGMS-Sample-v0.0.1
