file_timestamp_utc,file_name,file_uid,extended_items_metadata,timestamp_recorded_utc,extended_items_time,ugms_unit_id,ugms_unit_uid,gps_fix_quality,gps_latitude_deg,gps_longitude_deg,speed_as_recorded,speed_as_recorded_unit,elapsed_distance_as_recorded_m,extended_items_geography,left_top_35m_mm,right_top_35m_mm,crosslevel_mm,twist_3m_mm,left_top_35m_SD_mm,right_top_35m_SD_mm,mean_top_70m_SD_mm,twist_3m_SD_mm,left_dip_joint_mrad,right_dip_joint_mrad,pseudo_align_35m_mm,pseudo_align_70m_mm,pseudo_align_35m_SD_mm,pseudo_align_70m_SD_mm,mean_top_70m_mm,extended_items_geometry,accel_z_wb_ms_2,accel_x_wc_ms_2,accel_x_wd_ms_2,accel_y_wd_ms_2,accel_y_wp_ms_2,data_row_uid,creating_adapter_version
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.120792Z,"{""timestamp_ticks"": ""636827124341207952"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,204.2,{},-0.345706,-0.00213186,17.121,-1.27237,0.786115,0.775345,,1.37959,0.0,0.0,0.533431,12.1219,6.11874,,-0.0753947,"{""curvature_mm"": ""-73.1068""}",5.73861e-05,0.0062877,0.00135327,0.0185207,0.0185207,186a2eac-ecf7-41c4-bf14-dd8784a4c004,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.138048Z,"{""timestamp_ticks"": ""636827124341380517"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,204.4,{},-0.344161,0.168726,16.8598,-1.41687,0.786094,0.775114,,1.37946,0.0,0.0,0.468798,12.1431,6.13299,,0.00306553,"{""curvature_mm"": ""-73.0712""}",-0.0168004,-0.0241113,-0.00632291,0.00909494,0.00909494,9959a69e-0d62-4295-92c9-32ab40e4bb42,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.155312Z,"{""timestamp_ticks"": ""636827124341553082"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,204.6,{},-0.31136,0.368012,16.5861,-1.62557,0.785852,0.774898,,1.37926,0.0,0.0,0.41016,12.1653,6.14724,,0.116153,"{""curvature_mm"": ""-73.0357""}",-0.0100699,-0.0179301,-0.00659207,-0.000631202,-0.000631202,84e37037-3e4c-46a0-b8a0-48041def2a33,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.172568Z,"{""timestamp_ticks"": ""636827124341725646"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,204.8,{},-0.259635,0.55585,16.3281,-1.86726,0.785284,0.774798,,1.37893,0.0,0.0,0.358881,12.1901,6.1615,,0.238675,"{""curvature_mm"": ""-73.0002""}",0.0413695,-0.00103801,-0.00318232,-0.00733731,-0.00733731,25a699bd-8ebe-4013-bb28-64f36c366f48,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.189824Z,"{""timestamp_ticks"": ""636827124341898211"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,205.0,{},-0.191814,0.697628,16.1213,-2.05754,0.784485,0.774735,,1.37867,0.0,0.0,0.309458,12.2122,6.17575,,0.351775,"{""curvature_mm"": ""-72.9649""}",0.063172,-0.000904234,-0.00302321,-0.0132035,-0.0132035,c0577fbc-bc80-4fa0-a85f-4e98228260d9,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.207080Z,"{""timestamp_ticks"": ""636827124342070776"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,205.2,{},-0.13965,0.801503,15.9295,-2.2504,0.783457,0.774716,,1.37847,0.0,0.0,0.259066,12.2288,6.18999,,0.442791,"{""curvature_mm"": ""-72.9298""}",0.0131353,-0.0181178,-0.00771199,-0.0192474,-0.0192474,498d32a3-f875-4a53-904e-80ec1d6fc965,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.224336Z,"{""timestamp_ticks"": ""636827124342243340"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,205.4,{},-0.113822,0.862442,15.7483,-2.46506,0.78225,0.774774,,1.3783,0.0,0.0,0.216334,12.2485,6.20422,,0.502507,"{""curvature_mm"": ""-72.8951""}",-0.00683098,-0.0257811,-0.0114521,-0.0223119,-0.0223119,4904f06f-a302-418b-926d-07d48fb08065,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.241592Z,"{""timestamp_ticks"": ""636827124342415905"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,205.6,{},-0.10013,0.873362,15.6015,-2.62892,0.781141,0.774829,,1.37831,0.0,0.0,0.192494,12.2832,6.21847,,0.532989,"{""curvature_mm"": ""-72.8607""}",0.0222322,-0.00448572,-0.00747507,-0.0194651,-0.0194651,e9d4b221-331a-4b59-b6a9-03bd3ddf3d85,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.258848Z,"{""timestamp_ticks"": ""636827124342588470"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,205.8,{},-0.0900797,0.862905,15.4713,-2.7481,0.780262,0.774853,,1.37853,0.0,0.0,0.189127,12.3354,6.23278,,0.551797,"{""curvature_mm"": ""-72.8266""}",0.0418989,0.00995371,-0.00327041,-0.0130946,-0.0130946,e5b63443-3f86-4203-ad50-aabf6c2bc80b,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.276104Z,"{""timestamp_ticks"": ""636827124342761034"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,206.0,{},-0.0782065,0.848613,15.3468,-2.85709,0.779558,0.774851,,1.37893,0.0,0.0,0.198216,12.3977,6.24716,,0.570117,"{""curvature_mm"": ""-72.7928""}",0.00920622,0.00472339,-0.00324823,-0.00937325,-0.00937325,8a2531db-c80c-4362-9119-f57b806d9791,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.293360Z,"{""timestamp_ticks"": ""636827124342933599"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,206.2,{},-0.0590297,0.809263,15.2564,-2.9063,0.778925,0.774771,,1.37942,0.0,0.0,0.207132,12.4579,6.26162,,0.579841,"{""curvature_mm"": ""-72.7592""}",-0.0255361,0.00402646,-0.002389,-0.00657902,-0.00657902,eb6f243d-3f41-4a46-af12-df950a8d2384,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.310616Z,"{""timestamp_ticks"": ""636827124343106164"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,206.4,{},-0.0344143,0.736646,15.2101,-2.83746,0.778285,0.774564,,1.37984,0.0,0.0,0.208325,12.5083,6.27613,,0.575384,"{""curvature_mm"": ""-72.7257""}",0.0103375,0.0108056,0.000662007,-0.00245492,-0.00245492,cac8b83f-cc6a-480b-96f6-cbc3d37af7d7,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.327872Z,"{""timestamp_ticks"": ""636827124343278728"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,206.6,{},-0.0325818,0.67797,15.1328,-2.72353,0.777592,0.774279,,1.38005,0.0,0.0,0.211782,12.5587,6.29067,,0.565783,"{""curvature_mm"": ""-72.6924""}",0.0480762,0.00856539,0.00164885,-0.00131492,-0.00131492,fa92a57b-18fb-48a5-8a15-5aaf15c313a7,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.345128Z,"{""timestamp_ticks"": ""636827124343451293"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,206.8,{},-0.0437601,0.668184,14.9948,-2.62806,0.776813,0.773989,,1.38002,0.0,0.0,0.239911,12.6321,6.30529,,0.573683,"{""curvature_mm"": ""-72.6592""}",0.027127,-0.00199919,-1.67871e-05,-0.0052626,-0.0052626,a38143e7-c3f6-4ae4-bc42-46927deb6247,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.362384Z,"{""timestamp_ticks"": ""636827124343623858"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,207.0,{},-0.0189777,0.661595,14.8893,-2.48483,0.775966,0.773737,,1.37973,0.0,0.0,0.303009,12.7403,6.32008,,0.601589,"{""curvature_mm"": ""-72.6261""}",0.00459464,-0.0175959,-0.00438496,-0.0116641,-0.0116641,2d40e15b-6c99-4de3-b6dd-3878d5604bb7,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.379640Z,"{""timestamp_ticks"": ""636827124343796422"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,207.2,{},0.0142617,0.636228,14.8139,-2.30715,0.775125,0.773557,,1.37919,0.0,0.0,0.391691,12.8755,6.33508,,0.625104,"{""curvature_mm"": ""-72.5928""}",0.0271209,-0.0146631,-0.00509318,-0.0157868,-0.0157868,080d36fe-4455-4405-bb66-317d49687649,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.396896Z,"{""timestamp_ticks"": ""636827124343968987"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,207.4,{},0.0224287,0.619506,14.7072,-2.15261,0.774373,0.773469,,1.37848,0.0,0.0,0.495722,13.0284,6.35034,,0.640864,"{""curvature_mm"": ""-72.5591""}",0.0608465,-0.00544233,-0.00375842,-0.0158855,-0.0158855,a23491be-9dcc-4a81-b499-23576ffbe872,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.414152Z,"{""timestamp_ticks"": ""636827124344141552"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,207.6,{},0.0175259,0.623471,14.5662,-2.01986,0.773773,0.773495,,1.37787,0.0,0.0,0.607185,13.1918,6.36587,,0.660779,"{""curvature_mm"": ""-72.5252""}",0.0425127,-0.00126871,-0.00297481,-0.0154204,-0.0154204,5a9bcfa1-b93e-4b55-b095-7fcf92dc3d91,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.431408Z,"{""timestamp_ticks"": ""636827124344314116"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,207.8,{},0.0232731,0.639356,14.4216,-1.90646,0.773369,0.773642,,1.37748,0.0,0.0,0.706335,13.3459,6.38166,,0.692676,"{""curvature_mm"": ""-72.4912""}",-0.016996,-0.000367244,-0.00268338,-0.0175736,-0.0175736,c82033e1-dd9c-4a34-852d-f216cc81b7ea,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.448672Z,"{""timestamp_ticks"": ""636827124344486681"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,208.0,{},0.0452757,0.65648,14.2903,-1.83108,0.773164,0.773876,,1.37716,0.0,0.0,0.770309,13.4669,6.39762,,0.734497,"{""curvature_mm"": ""-72.4572""}",-0.019216,0.00874094,0.000146313,-0.0174865,-0.0174865,48774f99-f09b-4b09-a7b8-28011bd8a524,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.465928Z,"{""timestamp_ticks"": ""636827124344659246"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,208.2,{},0.0787514,0.658299,14.1858,-1.74364,0.773096,0.77415,,1.37694,0.0,0.0,0.79439,13.5484,6.41367,,0.775755,"{""curvature_mm"": ""-72.4232""}",0.0533419,0.00764041,0.00109537,-0.0123598,-0.0123598,e41f8ed8-6447-4c2a-abf4-526ee205bf77,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.483184Z,"{""timestamp_ticks"": ""636827124344831810"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,208.4,{},0.126636,0.656936,14.1013,-1.64703,0.773097,0.774432,,1.37679,0.0,0.0,0.794424,13.6047,6.42975,,0.824081,"{""curvature_mm"": ""-72.3892""}",0.0674747,-0.0079306,-0.0023444,-0.00449492,-0.00449492,99880942-0bb5-4694-b9d9-eb107b341583,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.500440Z,"{""timestamp_ticks"": ""636827124345004375"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,208.6,{},0.187406,0.676714,14.0113,-1.59015,0.77312,0.774706,,1.37662,0.0,0.0,0.79292,13.6579,6.44585,,0.891429,"{""curvature_mm"": ""-72.355""}",-0.0108015,-0.013303,-0.00440383,0.00264187,0.00264187,7de995fa-7d54-4260-a02e-001890bade53,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.517696Z,"{""timestamp_ticks"": ""636827124345176940"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,208.8,{},0.253029,0.701814,13.9234,-1.54786,0.773128,0.774961,,1.37639,0.0,0.0,0.800405,13.7185,6.46199,,0.966432,"{""curvature_mm"": ""-72.3203""}",-0.0470552,-0.0130263,-0.00541074,0.00762622,0.00762622,d59cef94-653b-4300-afde-97bc7c0dc4d2,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.534952Z,"{""timestamp_ticks"": ""636827124345349504"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,209.0,{},0.320371,0.700219,13.868,-1.47879,0.773101,0.775166,,1.37612,0.0,0.0,0.811825,13.782,6.47819,,1.03138,"{""curvature_mm"": ""-72.2849""}",-0.00701859,-0.0150287,-0.00711594,0.0129659,0.0129659,01ca6a90-c78c-4d20-88a3-79b894c5b819,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.552208Z,"{""timestamp_ticks"": ""636827124345522069"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,209.2,{},0.39114,0.683934,13.8371,-1.41937,0.77303,0.775296,,1.37581,0.0,0.0,0.826845,13.8481,6.49446,,1.09274,"{""curvature_mm"": ""-72.2488""}",0.0145148,-0.0119224,-0.00754175,0.0202348,0.0202348,a14ca528-7d4a-46ee-b45a-eb669814ee68,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.569464Z,"{""timestamp_ticks"": ""636827124345694634"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,209.4,{},0.479782,0.678536,13.8211,-1.38906,0.772917,0.775363,,1.37551,0.0,0.0,0.858145,13.93,6.51083,,1.17076,"{""curvature_mm"": ""-72.2119""}",-0.00462741,-0.0103562,-0.00793156,0.0288051,0.0288051,c1372778-1d4a-4dd0-bdc6-ecd64591e5c4,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.586720Z,"{""timestamp_ticks"": ""636827124345867198"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,209.6,{},0.581917,0.684521,13.816,-1.31685,0.772793,0.775392,,1.37525,0.0,0.0,0.912666,14.0356,6.52737,,1.26417,"{""curvature_mm"": ""-72.1743""}",-0.0232013,-0.0141954,-0.00970151,0.0323596,0.0323596,983819a0-2d1c-4a3b-be64-06f2450cdb82,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.603976Z,"{""timestamp_ticks"": ""636827124346039763"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,209.8,{},0.673276,0.70849,13.7899,-1.20485,0.772711,0.775421,,1.37506,0.0,0.0,0.986313,14.1619,6.54411,,1.36455,"{""curvature_mm"": ""-72.136""}",0.00518901,-0.0120912,-0.0099659,0.0300242,0.0300242,283c3d87-8b2d-4238-acd6-c0fea5394ba2,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.621232Z,"{""timestamp_ticks"": ""636827124346212328"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,210.0,{},0.766941,0.751349,13.7533,-1.13603,0.772695,0.775507,,1.37495,0.0,0.0,1.07216,14.3029,6.56108,,1.4793,"{""curvature_mm"": ""-72.097""}",0.0690252,-0.015322,-0.0114558,0.0273966,0.0273966,734f72bb-b86d-4aa3-92d9-68dfb26eb2ba,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.638488Z,"{""timestamp_ticks"": ""636827124346384892"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,210.2,{},0.870275,0.798413,13.7279,-1.08598,0.772726,0.775669,,1.37493,0.0,0.0,1.15358,14.4421,6.57829,,1.60524,"{""curvature_mm"": ""-72.0575""}",0.0623606,-0.0178709,-0.0130013,0.0264642,0.0264642,5a27e882-37a1-4b4c-86ce-dac26ed1797b,Vivacity-UGMS-Sample-v0.0.1
2019-01-10T164012Z,Geometry_SWT-E-SAMPLE_2019.01.10.164012.csv,e7fd7638-6f7f-4729-bea5-a4e21d68aeb3,"{""flags"": ""0000011111111110000"", ""reserved"": ""0""}",2019-01-10T10:20:34.655744Z,"{""timestamp_ticks"": ""636827124346557457"", ""master_sync_state"": ""FALSE"", ""master_sync_inc"": ""7135416""}",XRL-E-C345-015,e4c27259-ed1c-4e6e-be7c-2b06966b0689,2,51.517784,-0.178626,25.926,mph,210.4,{},0.953982,0.838636,13.6953,-1.0119,0.772765,0.775906,,1.37498,0.0,0.0,1.206,14.5543,6.59566,,1.72212,"{""curvature_mm"": ""-72.0178""}",-0.00656872,-0.00999894,-0.0117978,0.0259107,0.0259107,c1e98530-b4a4-47c3-b6fb-4f6246ab4b27,Vivacity-UGMS-Sample-v0.0.1
